Text,Label
i began the day feeling intimidated courthouses are designed to intimidate but ended the day cheerfully chatting with the judge in his chambers,fear
i feel like in order to live a compassionate life this is an essential piece of the puzzle for me,love
i couldn t feel anything other than some strange tugging so i was relieved to say the least,fear
i feel a bit rude writing to an elderly gentleman to ask for gifts because i feel a bit greedy but what is christmas about if not mild greed,anger
i feel shaken open as though my heart were broken into and there are no words to speak,fear
i hoped he didn t feel the shiver that ran through me but maybe he did i was startled when he pulled away from me,fear
i don t want you to feel left out o faithful reader i love you too,love
i need to get a job but due to my very silly head i dont really know what i feel passionate about anymore nor do i know what drives me,love
i guarantee that if im dizzy or feeling like im going to vomit for months i am not going to be a very pleasant person,joy
i feel like i ve been put in a bag and shaken up but otherwise ok,fear
i have no idea why am i feeling so aching when i am just thinking about it and the day have not come yet,sadness
i lie in bed my legs are in constant motion i feel i am out of control as they have to be shaken or tapped or just doing something,fear
i wonder if he feels like i dont care about him when i stop caring about me,love
i stayed for a short while but feeling like he didnt need me anymore and having my own emotional drainage to work through i decided i needed to go home,sadness
i feel like i got in at that sweet spot before everyone realizes how messed up everything really is,love
i am feeling like a delicate wee flower and have given myself permission to lay around drinking tea and eating cream buns and reveling in my passion for poetry,love
i have only felt it after a half marathon so i can only imagine that it feels twice as sweet for a full marathon especially the boston marathon,love
i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness,anger
i suck a lot at keeping the house clean and yet feel twitchy when its messy,sadness
i feel the pain of this in ways that only a tortured ti could possibly understand,fear
i so much appreciate all of my readers and followers but please feel free to skip this pity party post,joy
i found myself in the novel position of feeling a bit uncertain about the stock market rally,fear
i really cannot do anything can i how does it feel to have such a dumb a daughter,sadness
i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more,fear
i feel as though my capacity to love others to show love to be loved and share it has grown dramatically,love
i feel really angry sometimes because for the love of god havent we been through enough,anger
i have been feeling so bad that he has to be coherent and deal with teenagers all week,sadness
i take it easy even when i feel well kind of what stasia has been saying,joy
i feel virtuous for going to spin class then driving all the way to blackburn in the manual unsupervised and sucessfully handbrake starting,joy
i feel affectionate toward the friends ive made online and admire their spirits and talents,love
i would have left that exam feeling humiliated and reevaluating everything i know about myself,sadness
i feel like he forgets he has a faithful girlfriend back home and just parties on the weekend and acts like he s single,love
i feel hated i feel like i dont belong and more and more i feel that i want to die,anger
i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,anger
ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long,fear
i am writing this i remember between feeling assured i wasnt dead and checking the window that me and my mom started fighting,joy
i feel that phrase implies a calm orderly procession in which i would remove the refuse from my,joy
i often tell him that i want attention from him especially when i feel horny and want to have good sex for hours,love
im feeling insecure and sad because i dont know what to do with my book,fear
i can sit out on my deck and soak up warmth and sun and sometimes it feels ok that the world is still standing even though i am not,joy
i find calming about these colors i dunno i guess they feel pleasant as weird as that sounds,joy
i feel like other books i pick up are going to be dull and boring in comparison,sadness
i started feeling reluctant to go because i wanted to spend some time with my family before i left,fear
i can t get past is that feeling when a friend walks out of your life and you re unsure why that feeling of not being valued or important enough,fear
i think she apologizes for a little too much stuff that s not in her control i get the feeling she was sincere about this one,joy
i watched on thanksgiving this morning i am feeling doubly blessed for what god has given me,love
i admit that in the past ive done a lot of time scoffing and feeling superior to christians,joy
i feel that because of our own love of reading and writing that we are more compassionate and understanding about the struggles that both new and established writers go through,love
i quit i will screw over everyone in the frame shop which i wouldnt feel bad about besides british,sadness
i feel helpless to overcome the voice that is telling me consistently and firmly that i look disgusting and huge,sadness
i know i shouldn t be upset shouldn t feel this melancholy that is eating away at my insides leaving tears in my eyes and an ache in my heart,sadness
i feel strongly it could be helping people and doing what i am unsure of but it isn t within the us,fear
i watched firefly and serenity again lately as id given up on it with mixed feelings before and it seems to be quite popular,joy
i really love eating fresh figs because they feel so delicate and look so much prettier than the ugly dried figs,love
i felt a very distinct feeling that told me everything would be ok and that all things would ultimately turnout for my good,joy
i feel horrible about wanting sonipro amp source geekparty linkedin a target blank title share on tumblr rel nofollow href http www,sadness
i believed it was true love and feel devastated i wanted to settle down and have the whole marriage and kids thing with him,sadness
i feel about them i still end up nervous and have those naughty butterflies flying around my stomach,fear
i feel hesitant to share something i know and have experienced personally that can offer hope amp eternal life,fear
i pray that the eyes that read this the minds that comprehend this and the hearts that feel this will not be offended,anger
i knew it would feel empty and there would be the potential to feel like i wasnt doing well as i wasnt passing folks,sadness
i suppose we had these moments of feeling vulnerable together and we laughed a lot and i felt very alive,fear
im pretty sure it had to do with the fact that im dealing with hyperemesis not enough sleep and feeling irritable,anger
i feel angry at him for being so selfish and giving me absolutely nothing to go on,anger
i love doing kim kardashion make up tutorials i always feel so glamorous with all that make up on,joy
i miss him and for me the fact that i have that feeling of longing to be with him again is actually a blessing,love
im thankful for it and the parents because they are understanding and make me feel less wimpy,fear
i know if ive been feeling quite nostalgic these days and have spent a huge amount of time looking back and remembering,love
i guess i just need to see how it goes so while im feeling very nervous im also very excited,fear
i learned my lesson and would never repeat my mistake i ve seen real child abuse and still do not feel that i abused my child,sadness
i am being told i should feel satisfied because i am in good standing with the powers that be,joy
i feel afraid i hold tighter to my faith and i live one more day and i make it through the rain,fear
i often feel bothered by it by my inability to stop loving people no matter how much time passes or how deeply they wrong me,anger
i havent felt much like talking nothing bad just not been feeling very sociable in some ways,joy
i am aware of a level of unrest and feeling uncertain and i will sit with it for now,fear
i ask you when folks park why do they feel it is smart to park with only or inches separating your car from the one in front or behind you,joy
i feel reluctant in applying there because i want to be able to find a company where i know at least one person,fear
i just don t feel thankful rel bookmark some days i just don t feel thankful posted on a href http babychaser,joy
i honestly feel at heart we should be faithful to each other if its yo girl,joy
i get the feeling he is a lovely guy and i m very happy to see him do so well at atletico,love
i was feeling frustrated somewhere between season and season of ccs anime and found the anipike website and that there were fanfictions written about ccs characters,anger
i feel i ve been wronged luckily i managed to control myself and not complain or talk bad about the friend either online on facebook or offline in person,anger
i liked the family feeling and the characters but i thought ryder and hope could have been more passionate,love
i wonder how it feels to have angered and disappointed millions of people in one morning,anger
i am back at home feeling irritable about that since ive been looking forward to the party all week,anger
ive just watched the above video for the first time and feel a bit bitchy for doing so but here are some of my thoughts on her outfits,anger
i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended,anger
i love to add just a little milk and when i m feeling especially naughty a splash of caramel and vanilla syrup but shhh,love
i feel like now i have the opportunity to become smart to embrace knowledge and really learn about everything i have daydreamed of learning,joy
i didn t feel rushed to finish millions of things and i was able to focus on each task separately,anger
i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,anger
i guess while i can understand their concern i can t help but feel a little rejected,sadness
i feel loyal to him in some ways so respect his wish not to tell anyone but it is killing me keeping it inside,love
i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity,anger
i am ready to cry because i feel such a sweet presence of the ruach hakodesh the holy spirit in my room with me right now,joy
i will adress those issues and attempt to reason with them so they may feel less threatened and more supported and loved,fear
i feel hot i drank some cold drink or find some ice dessert such as chendol or ice kacang,love
ive been frustrated that i dont walk around floating on air seeing the good in every sidewalk pothole i trip into beating myself up over feeling unsure and scared,fear
i feel so selfish but i just want to keep my baby close for awhile and not let the rest of the world in unless i feel like it,anger
ive had to harden my heart to toughen my skin in order to truly protect myelf from feeling utterly devastated,sadness
i am feeling melancholy i ll embrace it and listen to some slow downtempo melancholic pop,sadness
i just couldnt help feeling a little bit bitter towards his great big happy grin,anger
i am feeling a bit unsure about some of these im going to give it a try anyway,fear
i feel this strange bonding with my bed and wardrode have been using both a little more than a decade,fear
i felt that connection that i need to feel in order to love a movie and as jo march once said i gave myself up to it longing for transformation,love
i do not write in search of praise or recognition but it is an amazing feeling to be read and admired,joy
i feel confident that we will be blessed with other children in the lords timing,joy
i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had,anger
i wanted to really love this book social thought provoking personal histories are just my thing but i left feeling disappointed by this one,sadness
i feel happy about myself hes the reason why i am where i am today,joy
ive had too much training in grammar and language and reading something written like this kind of feels like im being assaulted,sadness
i feel as defeated as i did today i wonder if im doing this parenting thing all wrong,sadness
i mustered up energy to feel christmassy i remember feeling kind of pissed off at the bad timing of everything,anger
i feel so envious and proud of you at the same time if it is at all possible to feel that way,anger
i was capable of doing the same as of late ive been feeling pretty bitter and depressed and not a lot of gratitude in general,anger
i ran despite feeling rotten and i m glad i did as well as i did but i really want to do better,sadness
i always feel pressured to make it perfect fit for for all audiences and gorgeous in creativity,fear
i guess she has opened up and known him longer but i cant help feeling a little ignored,sadness
im feeling a little saddened and troubled too sorry for a couple of friends who i wish i could give big hugs to,sadness
i got this amazing news from tracy today the final covers only chapters no wonder we were feeling so rushed and it seemed we didnt have enough time,anger
i could feel myself being pulled in as if some evil vampire wanted to suck me into the pits of hell,love
i do buy synthetic pearls when i feel the need to and i use these for some of my more elegant jewelry and trinkets,joy
i was feeling rather self satisfied that my teen daughter and i were facebook friends,joy
i don t feel like i lost too much fitness during my three weeks off either,sadness
i am certified via ace and i love what i do but lately i feel like a fake,sadness
i admit i was feeling agitated so when hubby asked me if i want to join them for a drink i agreed,anger
i feel like i missed out when i was younger but i was very active and would be much more content to go outside and ride a bike,sadness
i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year but we cant afford to not get the cow this way,sadness
i was afraid to clean nicos ears but after his doctor showed me how then i didnt feel like i could hurt him,sadness
i feel selfish on the days i dont feel well and want to be left alone in my misery,anger
i will not say that those hopes were dashed because i did truly enjoy the movie but i did leave feeling disappointed,sadness
i think it affects me so much because it results back to one of my biggest flaws which is not feeling enough pretty enough smart enough you name it,joy
i suppose most of my writing emerges out of some feeling of emotional urgency so there is usually a sense of darkness,sadness
i go to little tiny andover and take a walk at night i feel absolutely terrified,fear
i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,anger
i am all about empowering women i truly feel that they are the more intelligent sex but what is enough,joy
i am feeling more and more dissatisfied and anxious about this self imposed weekly deadline,anger
i guess only my wife can really know for sure but i feel at least a little bit less selfish since being married,anger
i didn t ride on sunday and was still feeling a little apprehensive on monday so decided to a title lunge href http en,fear
i could feel my moms presence and my friends and family were supporting me that day,love
i was feeling pretty cranky this morning and stopping in here really made me feel a lot better,anger
i would not knowingly wound the feelings of any not even one who may have wronged me but would seek to do him good and make him my friend,anger
id like to write something interesting right now but unfortunately i feel deprived of inspiration,sadness
i feel totally drained emotionally and physically the holy spirit never ceases to fill me up and speak to me,sadness
i sent her was pretty long and now i feel a little embarrassed looking back at the letter i gave her,sadness
i would feel strange describing it but if anyone is interested let me know and i will add it,fear
i cant really explain the feeling i get inside when someone is mad at me,anger
i feel rejected like my peers dont really understand me and as a result arguments ensue,sadness
i feel there are other options that not as violent probably more costly yet equally futile so whats the problem with keeping our men and women out of harms way,anger
im normally a strict pray gods best girl but i can barely handle the torment i feel wrestling in sweet boys heart,love
i do think that men maybe feel that they expect to get rejected because at the same time men might act like they call the shots but women definetly do,sadness
i get nothing and i really want to feel like if someone likes me for who i am not for my stubborn sister,anger
i am just so sick of feeling hated and lonely and dumb and unloved and forgotten,anger
i seriously still feel so insecure and dreadful that the new guy would suddenly pop back up and change things,fear
i have been feeling grumpy for the past few days and i just dont feel like being my upbeat self here on my blog,anger
i feel excited about something that is soley for me here is the video about it,joy
i feel i m being punished for too many thoughtless years of assuming that the trappings of success were earned and not given,sadness
i am going to miss running over and putting my hand on your belly to feel my sweet holli reese kick,love
i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,anger
i think they feel somehow offended because the christians played a big part in destroying the earlier cultures religions and mythologies,anger
i never kissed a guy because every time i d try i d freak out and feel disgusted,anger
i do do what i do it always feels worthwhile as soon as i step foot in that stadium wherever it might be in the world i feel at home,joy
i hate my feelings which are all about loving this city day by day little by little,love
i feel to my father in heaven and to your mommy for your sweet life,love
i sing the more confident i feel but i still get a little nervous on an opening night,fear
i was in i could feel him and i hated the drawn tight feeling i had,anger
i want people to feel brave and i want society to accept us as disabled people amongst us who deserve dignity and respect not to be shunned and laughed at,joy
i feel very deprived i feel like i did so many things right amp so many things just went wrong,sadness
im not sure jeremy will be feeling quite so friendly later when luka a href http blog,joy
i feel so blessed as i ve said numerous times before that i have met so many nice and caring people through the blogging world,love
i attempt to convince others of what they should think and how they truly feel i become a title resentful href http en,anger
i don t want anyone to feel inhibited if their bodies are not typical ballet bodies,fear
i feel that at shows and around show horses people are trusting and relaxed because most show horses are safe and quiet and are handled frequently,joy
i feel like its perfect a w see youtube has its influences i even know trends,joy
i am feeling so ridiculously uncomfortable these days the rising temperatures dont help and i have added wicked heartburn to the list of things keeping me up at night,fear
i tend to become a little animated when i talk about something in which i feel passionate,love
i were feeling energetic so we decided we were going to bike to the rest of the temples,joy
im waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food,fear
i shouldve stopped feeling envious she has her own life i knew it but its still so hard,anger
i feel like i ve gone a bit dull and they all agree that s the beauty of real friends they tell you when you re being stupid,sadness
i had a great relationship i feel so blessed to have had such a strong male figure in my life he truly treated me like his princess,love
i am very i feel very privileged having said all that i am very privileged,joy
i wound up driving to him getting butterflies like a teenager when we kissed then feeling rotten for a week after expecting him to call,sadness
i quite like to do it standing on public transport or busy places when you often feel your space being invaded which can make you feel stressed,sadness
i really have nothing to talk about i m just feeling so damn antsy and needy and lonely,sadness
i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever,joy
i enjoy my life and wish to help as many people as possible to feel fabulous about themselves but i can only show the way,joy
i just feel so helpless i know deke s going to die and i can t do a fuckin thing about it,fear
i dont think that happens a lot so i feel insanely cranky when i couldnt get an ear immediately,anger
i was feeling a bit gloomy over the weekend maybe it was all these grey days weve been having,sadness
i love the way it feels i love its permanence i love the nostalgic feeling of keys under my fingertips,love
i am especially interested in hearing your thoughts or perspective on what you read about how men and women feel respected or lived,joy
i feel we should not be supporting these rebels in a violent manner at all and particularly not give them weapons or funding,love
i often find myself in a hostile environment my leaves feel damaged my blossoms die on the vine,sadness
i also feel strange that by the ripe old age of twenty three i want a goddamn life partner,fear
i feel like telling these horny devils to find a site more suited to that sort of interest the playboy if there is one forum perhaps,love
im so stoned on endorphin that all i can feel is my leg muscles seizing into petrified meat,fear
i flipped out at guys i feel terrible today i flipped out at guys i feel terrible a href http www,sadness
i feel like i dont honestly know which bits of the dt that i admired are the results of ccs own wit,love
i admit that with all the thoughts that go through my head i feel doubtful at times coz im scared,fear
i am a bit out of my comfort zone too and im feeling a tad apprehensive,fear
i started to feel discouraged at the thought of being there more than one day,sadness
i don t really like to have the same kind of music all night but i do want all the bands to feel like they played with someone they liked,love
i feel very strongly about supporting the brave men and women who sacrifice for our nation said begleiter,love
i still have a lot to paint on the warhound but enough of the model is now put together that i would not feel embarrassed fieldi,sadness
i put forward to all their social diktats make them feel i am rebellious towards their authority,anger
i woke up at around am or am the next day crunched at the bed because i was feeling a terrible headache so painful i was awaken from my sleep,sadness
i really appreciated this even thought i m not christian any type of prayers are welcome and i d been feeling so lost and so out of it,sadness
i think im just feeling sentimental right now p aaaaand tis another work day tomorrow,sadness
i feel simultaneously thrilled and shy about this its both unsettling and exciting to see myself in this way,joy
i was reading through my old messages from knight and feeling very sentimental so i texted him back,sadness
i feel like that when i try to try on relationship traditions that i and the people i care about get damaged,sadness
i know its an unfair reaction but i have run out of ways to explain how i feel shaken is the best i can come up with right now,fear
im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,joy
i never ever thought about not blogging about books mainly because i think you should blog about something you feel passionate about and for me thats books,joy
i do however feel a bit envious of people who have different perfumes for different seasons,anger
i feel as though i need to say hi my name is cathy lovely to meet you,love
i feel restless otherwise known as useless or lazy when i take long breaks from writing,fear
i put my leg around yours and wrap my arms under yours for me to feel safe again,joy
i had begun to feel apprehensive when thick black rain clouds stormed into the sky above town,fear
i am raising funds for the jag foundation jointly achieving growth a charity that i feel extremely passionate about,love
im currently trying to implement these changes into my life and i already feel more valuable to myself and my business to my family and to myself,joy
i feel like this because i start being naughty in order to validate my existance,love
i didn t want to do too much and then leave it feeling awkward at times,sadness
i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,anger
i may attempt a hair coloring session later if i m feeling brave crazy saturday nights over here,joy
i just went out into the garden and you can feel its hot but the wind is ridiculous,love
i feel like even though i dont buy into societys ideas about what a woman should look like i am still constantly unhappy with myself,sadness
i am sick of you feeling sad and upset so lets do angry because angry i can handle,sadness
i feel could be unpleasant is layered with love healing forgiveness and the expectation that things will turn out well,sadness
i do enjoy large bold prints and i suppose its odd im feeling timid about leopard,fear
i apologise in advance i m feeling somewhat angered and stressed and the following is just going to have to come out,anger
i feel like strangling horny bastards schools people for banging our boats and not even syaing sorry,love
i wrote it feels slightly strange starting to write this about cambodia as i sit in lax airport waiting to bi,fear
i was positively giddy when the kids left this morning after our very last official class of the year but now im feeling a little sad,sadness
i feel that a lot of my life i live in a delicate balance of clean and utter mess,love
i run into feel useless i understand that but not because of my retirement it is because my daily struggle overwhelms me often,sadness
i cant really understand my feeling cause its a mixture between bitter and a sour one which even i dont get,anger
a girl entered in the division where i work and greeted everybody but not me,anger
i get involved into a tale of good versus evil i want to feel afraid of the dark to a certain extent,fear
i feel like a bit of a turd that my body instantly rejected the lemonade,sadness
i walked away feeling a little dismayed but ive got a mission to carry out now,sadness
i watched his face contort in sadness i began to feel regretful of my actions,sadness
i uploaded and put the link to in my previous post is only good for six more days or until i feel gracious enough to upload it again,joy
i just saw a post on one girls facebook page that said something to this effect im feelin horny,love
i want to find my essence and my substance and not feel so scared and empty and dispersed fragmented etc,fear
i was beginning to feel anxious about it and i asked him to help me out,fear
i love this little boy and sometimes i feel how inadequate i am as a parent to him,sadness
i could almost feel it as the flames singed and tortured her frail delicate body leaving nothing behind but a foul smelling concoction of wood and burnt flesh,fear
i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport,anger
i feel like a blank canvas i have no clue what i am doing right now,sadness
i feel im a fairly generous person but i dont sell or give away the trudgers i make except as gifts to close friends and relatives,love
i feel this way about all relationships romantic platonic and friend zoned friends that dissolve,love
i am struck down by the disease i feel as if i am a fake a person who could not live his truth,sadness
im feeling rebellious amp ive missed the last couple of ffs on twitter so i thought id share two blogs that ive been loving recently,anger
i feel like washing and caring for the lunapads teaches a certain amount of appreciation for our things,love
im expecting good things from confessions of a wedding planner i have a feeling some stories about bridezillas and naughty grooms are likely to feature what do you think,love
i feel like the only person i ever truly loved was a guy whom we shall call mr,love
i can t help but feeling weird when opening every closet in an apartment that somebody s still living in so i didn t,fear
i was like that i always wanted to feel and be accepted by my family and others,love
i feared i would feel resentful of her or this process but i dont and i am so happy about that,anger
i no longer feel like a pathetic sad fat girl who cant eat nachos every day,sadness
i have come off conquerer others i feel i have missed the mark or perhaps the lesson that i was suppose to learn,sadness
i know it s weird to see me call something review i feel weird saying it myself but i digress,fear
i feel lucky that i have an awesome life and family even though i belong to a middle class,joy
i didnt start feeling nervous until friday and on saturday i didnt feel as much nervous as scared and respectful of the enormous challenge that laid before me,fear
i feel equally morally outraged regardless of whether its michigans or new yorks governor sleeping with prostitutes behind his wifes and daughters backs,anger
i feel like im in a really strange stage of my life right now as im entering my th year,fear
i just have a feeling it will be pretty in this lovely yarn and im stash busting as well which is a bonus,love
i always feel the need to break awkward silences which makes it even more awkward,sadness
im feeling scared im going to treat this as sacred something valuable to venerate and pretend im like a cat,fear
i left feeling annoyed and angry thinking that i was the center of some stupid joke,anger
i feel so inhibited in someone elses kitchen like im painting on someone elses picture,sadness
i feel myself slowly not caring about living up to other peoples standards when it comes to aesthetics and how i present myself,love
i am ever feeling nostalgic about the fireplace i will know that it is still on the property,love
i feel like the audience is smart enough and knows the characters well enough to figure out who were reading,joy
i have these great feelings of fear and trepidation that these children will be abused because i know what the statistics are,sadness
i started to feel butterflies in my stomach and my body starting to get hot,love
i really feel like i m wading in dangerous waters here but i think dialog is really important too,anger
i have to admit to feeling pretty envious of the commuters there a south african summer has got to be a tad more reliable than a british one,anger
i feel at times life losses its joy and becomes empty and feelings of exhaustion over take our positive side,sadness
i never got that i m too full feeling except for the couple times i ate sweet potatoes and trust me i was eating a lot,love
i feel the moment that i know im real they judge without supporting facts ive cut there is no going back,love
i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,sadness
i still feel ashamed that i live in a world of people who dont know how,sadness
i sent my boyfriend bobby when i was feeling particularly melodramatically helpless i miss having a home in the states and i miss my sweatshirt and i miss taco bell,fear
i feel like im just on the edge in this microcosm one more awkward moment or missed party and id be on the outside,sadness
i am feeling that he does i wonder if such a dangerous place could be settled with the mentality that the enmayi have to bring to the possibility,anger
i feel ive answered those questions for her and shes pretty trusting for the most part,joy
i walk out of the studio feeling exhausted soaking wet with sweat and with a startling clarity of focus and quiet inside,sadness
i am happpy when i get good results in the field of academics or athletics,joy
im going to sit and crochet some more squares and try not to feel alarmed at the amount of them i need to do before these babies are born,fear
i focus on the injustice the anger rises and i feel frustrated because i know i cannot change things on my own,anger
i am feeling a little less delicate i will attempt to clean up this hovel,love
i feel intimidated to go there again at that time for fear it will happen again,fear
i should just leave him be so he could go on his merry way and so i could stop feeling like i was just unimportant to him now,sadness
i feel really discouraged and hope is the only thing i have to hold onto,sadness
i do not know these people since they are not a resident of this room and for them to treat me in such a way that i feel angered,anger
i was feeling very keen to get out of the camp site before they realised i had been given the best gift of all free accommodation and free services,joy
im putting it in my palm and blowing on it hoping it gets to the ears of the universe and its feeling a little generous the day it reaches them,joy
i feel that the father wants to tell you that he is pleased with you,joy
im feeling at my creative best rather than that of a student who has a deadline to meet,joy
i had ritz crackers in my desk drawer because theyre something ill eat even when i feel crappy and or dont feel like eating,sadness
ive found myself at the other end of it all i feel like i missed out on winter,sadness
i feel like im gonna be so greedy with him cuz i just love him so much,anger
i feel like i am abandoning him in a way but he is so supportive of the move,love
i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking,sadness
i simply said how sorry i am and just got out from her car and got into my house feeling restless,fear
ill admit to feeling a little paranoid and wondering about how many others had defriended me,fear
i do this because the worse they are the more justified i feel a needy man on the street suddenly represents a threat to my very peace and freedom,sadness
i cannot thank you enough for always finding a way to make me feel better,joy
i feel like no other day should be less valuable than another because of a certain event is going to happen,joy
i feel over the moon when the guy i liked started a class cbc read more href http jazzyboy,love
i did at one point put my son in daycare but my mom constantly made me feel like a terrible parent because of it,sadness
i don t like being at home it feels so unwelcome in fact i despise it,sadness
i feel absolutely no longing for the patch of dirt which some dead stranger related to me by blood happened to have been birthed on,love
i feel pressured to write because i pressure myself to write or at least that it s just ingrained to do so,fear
im shocked i feel my own little problems put into perspective and i feel heartache for the innocent lives that have been ended,joy
i do however feel a lot more isolated and distant to many of those i call friends,sadness
i have a feeling if he balks at the soup it will be divine enough for me to finish all by myself,joy
i decided to try the zipline in picnic grove since we are feeling a bit of adventurous that day,joy
i am feeling terribly burdened by impending anxiety i am trying to just keep my eyes on the prize,sadness
i wasn t feeling pressured even if this was the longest race and the one i expected the most from,fear
i have this feeling of security about the characters i want to do if someone else gets the role i am afraid they will not do well,fear
i didn t feel like i was being bitchy at the time but upon retrospect why wouldn t he think that i was trying to shake him off,anger
ive been waiting to get some time alone for quite a few weeks now and when i finally get it im feeling a bit homesick,sadness
i took a psych o class in college which defined love as something rather selfish its focus being on the way you feel about yourself when youre with your beloved,love
i didn t think that it would come that fast or would come at all but i suppose it is because i feel cranky today,anger
i chose to go with my gut feeling i think this only amused laetshi further if i d been the easily flustered type he d have probably said something,joy
i had envisioned and intended im just feeling unsure whether i got that vision and intention right,fear
i was able to maintain physical and mental activity as well as have a necessary structure and routine without feeling pressured to overdo it,fear
i feel like its become socially acceptable to allow traditional views to be threw under the bus without a fight because youll offend someone if you stand up,joy
i feel like i am part of a team now and far from the isolated feeling i have had for so many months now,sadness
i feel like a little kid whose mom is proud that they touched the soccer ball once during the game,joy
i say no i feel guilty begins by giving you the reasons for and benefits of being assertive without being aggressive,sadness
im feeling a bit nostalgic about this flashback friday entry because i realise how different things are today,love
i ached so bad the bones in my toes hurt to walk and i swear i could feel my liver aching,sadness
i feel like im so fucking loyal i would never do that to my boyfriend so why am i settling for someone who doesnt have the same values,love
im going to let myself feel tender about it blog about it then let it go,love
i have an insane appreciation for simplicity and i feel so much compassionate again but still feel like i have that sarcastic sense of humor,love
i almost could feel it attempting to smother me like a hot blanket pressed down over me,love
i sit here feeling annoyed at my sons my pets and my husband im also trying to think of something to feel grateful for this saturday,anger
i try to come up with ideas that i feel are clever to keep the my pieces fun to make and interesting to look at,joy
i feel like this class has also reaffirmed the importance of women supporting other women learning that it s okay to be yourself and of an inclusive feminist community,love
i feel rather petty that i just dont have time to have someone talented like christine make it,anger
i hope someday when i am again in a position to give that i will remember how it feels and be sympathetic and sensitive to others,love
i feel offended by those books in which they take you for an idiot thats a tv reality attitude,anger
ive been kicked in the stomach by the eating disorder so many times that i feel kind of numb,sadness
i mean fuck i feel like i was way more considerate with customers and concerned about appearance and sanitiation snoozel pm but fine,love
i feel we will all be more compassionate gentle and understanding humans as a result of this trial,love
im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,joy
i am feeling vulnerable worrying that the publishing world doesn t like my stories and won t like this next one if i write it,fear
i can genuinely say from the bottom of my heart that i feel absolutely thankful,joy
i cant do either of these things so i end up trying my hardest to suppress these feelings which makes me irritable and is very tiring,anger
i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals,joy
i feel uncertain about something i will act in a more positive and powerful way,fear
i cant stop talking even though im already feel weird uncomfortable feeling swarming me but still my mouth keeps saying unnecessary word,fear
i ended up with a perfect studio and now when i walk into it i feel aggravated yes it is bizarre,anger
i notice a lump or feel pain in any part of my body i will somehow become fearful or scared,fear
i still feel annoyed and the older sd is always sick with something and i mean always,anger
i wake up i realize that my panty is wet and i feel very horny,love
i still have not received any letter from moe and i admit that im starting to feel slightly troubled about it,sadness
i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,anger
i was feeling grouchy and the old man has mentioned that retail therapy is great,anger
im feeling a bit of wanderlust since im about to go away on holiday for a few days with my beloved g,love
i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,anger
i feel gloomy upset whatever negative emotions i take a look at my colorful paint pots and it will instantly lift up my mood,sadness
i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,joy
i feel utterly disgusted that they would look at me in such a way but the thing continues,anger
i feel agitated and the result is not pleasant the opposite of calm and peaceful,anger
i am afraid that once again i will feel hopeless and lose all of the peace that i gained after my last episode,sadness
i wish for each one to feel with my loving embrace ready to hold you and pick you up giving you strength to face whatever challenges lie ahead,love
i have been having bad dreams really weird dreams that make me feel like i got no sleep at all and with completely disturbed thoughts,sadness
i do not want to feel regretful because i did not stop you from smoking before so much damage was done,sadness
i plot that makes the reader feel like he is with owen morgan during his dangerous undertaking,anger
i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,joy
i feel like that little boy with no sense of value perpetually doomed to keep breaking all that is valuable in life,sadness
i am comforted knowing that i can use my gun for my protection and will not be put behind bars for using it when i feel threatened,fear
i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,joy
i was feeling calm luckily was not shocked because in my mind i ve been thinking to get standby no matter what was the outcome of the result,joy
i know someone who needs to feel respected above all else who maybe deep down worries hes not worthy of that respect because hes insecure about where he comes from,joy
i feel that i am not accepted and am forced to hide this part of who i am,love
i will reach out to you when i am feeling uncertain and needing the support or the slap upside the head that i know you can provide me,fear
i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,joy
