id,search_keyword,text,followers_count,followings_count,listed_count,statuses_count,user_effect,retweet_count,tweet_length,time_span,registration_age,registration_age_days,hashtags_count,r_score,target
1.63E+18,اردوگاه شهید باهنر,"غارت و چپاول اموال مردم به نام مولد سازی

شنیده‌ها حاکیست اردوگاه شهید باهنر در فهرست فروش مولدسازی است و امیر یکی از کشورهای عربی، برای خرید آن اعلام آمادگی کرده است.

🔻 اردوگاه باهنر با مساحت ۲۰۷ هکتار در یکی از بهترین مناطق شمیران واقع شده است https://t.co/K4mX6zrxzG",2815,4536,12,70230,0.621,4,270,834,2,843,0,0.383,1
1.63E+18,اردوگاه شهید باهنر,"سحام نیوز نوشته است:

غارت و چپاول اموال مردم به نام مولد سازی
شنیده‌ها حاکیست اردوگاه شهید باهنر در فهرست فروش مولدسازی است و امیر یکی از کشورهای عربی، برای خرید آن اعلام آمادگی کرده است. اردوگاه باهنر با مساحت ۲۰۷ هکتار در یکی از بهترین مناطق شمیران واقع شده است.",9472,95,49,20888,99.705,21,265,906,2,915,0,0.99,1
1.63E+18,اردوگاه شهید باهنر,"غارت و چپاول اموال مردم به نام مولد سازی!

شنیده‌ها حاکیست اردوگاه شهید باهنر در فهرست فروش مولدسازی است و امیر یکی از کشورهای عربی، برای خرید آن اعلام آمادگی کرده است.
اردوگاه باهنر با مساحت ۲۰۷ هکتار در یکی از بهترین مناطق شمیران واقع شده است!
#مولدسازی #ننگ_بر_فتنه_٥٧",99,165,0,1035,0.6,1,271,1857,5,1866,2,0.375,1
1.63E+18,اردوگاه شهید باهنر,"رئیس سازمان نوسازی، توسعه و تجهیز مدارس کشور در گفتگو با تسنیم:
اردوگاه شهید باهنر نه‌تنها در لیست املاک مازاد برای فروش نیست بلکه جزو سرمایه‌های فرهنگی آموزش و پرورش است و این وزارتخانه هیچ گاه سرمایه‌های فرهنگی خود را به فروش نمی‌گذارد
https://t.co/IYWrQD7VSV https://t.co/PYfOpxnvVP",255975,7,892,132345,36567.857,1,285,3105,8,3113,0,1,0
1.63E+18,اردوگاه شهید باهنر,"🔴 شنیده‌ها حاکیست اردوگاه شهید باهنر در فهرست فروش مولدسازی است و امیر یکی از کشورهای عربی، برای خرید آن اعلام آمادگی کرده است.

🔹️ فضای سبز محدود شهروندان تهرانی را نفروشید.

#پیشنهاد_های_احمقانه
➖ ➖ ➖ ➖ ➖
⏰ @shomareshmakooszohor https://t.co/t8lJC8SQhW",162,506,0,2891,0.32,1,254,849,2,858,1,0.243,1
1.63E+18,اردوگاه شهید باهنر,"هشدار به تمام ایران دوستان.
به وسیله ی طرح مولد سازی میخوان فضاهای سبز شهر تهران از جمله اردوگاه شهید باهنر را به یک عرب اهل امارات بفروشند.
قرارداد ۲۵ ساله را هم کلید زدند و کنترل پروژه های نفت و گاز را هم به چین دادند. 
هر چه سریعتر ایرانیان وطن پرست خارج از کشور باید کاری کنن",2014,5002,0,8681,0.403,2,279,1090,3,1099,0,0.287,1
1.63E+18,اردوگاه شهید باهنر,"اردوگاه شهید باهنر در فهرست فروش مولدسازی است و امیر یکی از کشورهای عربی، برای خرید آن اعلام آمادگی کرده است...🚶
هر قسمتی که قاجار نتونست از ایران حراج کن اینا میخوان دو برابر قیمت بدن بررررره!
#مهسا_امینی
#اتحاد_رمز_پیروزی https://t.co/z2xakDb4RU",2658,3033,0,16194,0.876,2,247,770,2,779,2,0.467,1
1.63E+18,اردوگاه شهید باهنر,"اموالی که به اسم #مولدسازی قصد واگذاری آنها را دارند،متعلق به مردم هست،مثل #اردوگاه_شهید_باهنر",892,1115,3,2187,0.8,2,94,4449,12,4458,2,0.444,1
1.63E+18,اردوگاه شهید باهنر,"🔴 شنیده‌ها حاکیست اردوگاه شهید باهنر در فهرست فروش #مولدسازی است و امیر یکی از کشورهای عربی، برای خرید آن اعلام آمادگی کرده است.

فضای سبز محدود شهروندان تهرانی را نفروشید.

@dolatebahar https://t.co/Q6yAb0Yrwe",3151,3353,6,21867,0.94,7,210,728,2,737,1,0.484,1
1.63E+18,حضور میلیونی 22 بهمن,"📹 مرور حماسه..

🔹 حدود صد سال پیش در چنین روزی انگلیس پادوی بیسواد و خشن و تریاکی خود را با #کودتای_انگلیسی بر ایران مسلط کرد...

🔺 در چنین روزی مرور حماسه میلیونی مردم سربلند و مستقل و عزتمند #ایران_ما و خلق حماسه حضور #ایلام_ما در ۲۲ بهمن لذت و غرور متفاوتی دارد... https://t.co/hrnSCkmNOY",735,908,0,235,0.809,3,291,202,0,204,3,0.447,0
1.63E+18,حضور میلیونی 22 بهمن,"یادبود حضور یک میلیونی مردم مشهد مقدس در راهپیمایی ۲۲ بهمن ۱۴۰۱
#ایران_ما https://t.co/HIkKfEiThd",3003,3097,1,14881,0.97,0,97,410,1,412,1,0.492,0
1.63E+18,حضور میلیونی 22 بهمن,"اینکه میگن جمعیت میلیونی در بروکسل اومدن و با فیلم برداری حرفه ای این دروغ را رسانه ای می کردند حالا فیلمی از نمای بالا از این تجمع به بیرون درز کرده که نقشه های #اپوزیسیون نقش بر آب شده است.
جمعیت به اندازه حضور مردم یک روستا در ۲۲ بهمن می باشد
#تجمع_بروکسل 
#تجمع_تجزیه_ایران https://t.co/IYXmqGHoPK",643,1133,3,2747,0.568,1,301,342,0,344,3,0.362,0
1.63E+18,حضور میلیونی 22 بهمن,"بله 💔
درسته عامل اصلی دلار هم همانند شورش الاغ ها وخباثت و دخالت آمریکا و عمله های داخلی او هست
اما
وظیفه آقای #رييسي 
بخصوص با ۲۲ بهمن و حضور دهها میلیونی ملت
با وجوداین همه فتنه و مشکلات
چندین برار شده
و
تنها راهش
#شایسته_سالاری
و
عدم مماشات با
دشمنان اقتصادی
و
رانتخواران است https://t.co/29dMXpyaHI https://t.co/gUwoU8Ygbz",544,726,1,9336,0.749,1,326,874,2,877,2,0.428,0
1.63E+18,حضور میلیونی 22 بهمن,"امیرعبداللهیان درگفتگو با بورل با اشاره به حضور میلیونی مردم در ۲۲ بهمن از رویکردبرخی کشورهای اروپایی در حمایت  ازگروه‌های حامی تروریسم به شدت انتقاد کرد.
بله دیگه وقتی مردم پشتیبان کشورشون باشن صدالبته که مسئولان کشورهم می تونند با دست باز از مواضع کشوردفاع کنند.",16025,14167,9,25858,1.131,9,264,378,1,382,0,0.531,0
1.63E+18,حضور میلیونی 22 بهمن,رژیم نیاز به مونتاژ فیلم سردار بزرگ ایران زمین ندارد مردم در ۲۲ بهمن امسال با حضور چند دهه میلیونی در سراسر کشور وحتی شهرها و روستاها مشت محکمی بر دهان یاوه گویان ومزدوران داخلی و دشمنان خارجی زدند شما دلخوش به این توهمات خود باشید خیبرشکنان می ایند https://t.co/LSWMkiolPh,32,100,0,956,0.32,0,273,119,0,125,0,0.242,0
1.63E+18,حضور میلیونی 22 بهمن,"شرکت و حضور میلیونی مردم سراسر کشور در راهپیمایی ۲۲ بهمن ماه تجدید میثاقی دوباره به آرمان‌های نظام مقدس جمهوری اسلامی و مقام معظم رهبری بود.
#IranVoice
#خوزستان_ما https://t.co/FJ9z9reRIW",160,325,0,343,0.492,1,187,107,0,113,2,0.33,0
1.63E+18,حضور میلیونی 22 بهمن,"حضور مردم زلزله زده‌ی خوی در راهپیمایی میلیونی ۲۲ بهمن ملت بزرگ ایران!

#IranVoice 
#خوزستان_ما https://t.co/IqUZPdFcwg",311,462,0,1538,0.673,0,119,69,0,76,2,0.402,0
1.63E+18,حضور میلیونی 22 بهمن,"بیلبورد زدن به چه بزرگی، درباره حضور 21 میلیونی در راهپیمایی 22 بهمن. یعنی حداقل از هر چهار نفر، یک نفر رفته راهپیمایی. یعنی 210 استادیوم آزادی پُر. یعنی پنجمین گردهمایی بزرگ تاریخ.
گیر شیادترین ظالما افتادیم.",288,246,3,2966,1.171,0,209,1210,3,1217,0,0.539,0
1.63E+18,حضور میلیونی 22 بهمن,"حضور میلیونی مردم در ۲۲ بهمن نشان عشق مردم به رهبری است
#lranVoice 
#خوزستان_ما",2665,4949,0,1732,0.538,0,79,351,0,357,2,0.35,0
1.63E+18,حضور میلیونی 22 بهمن,"حضور مردم زلزله زده‌ی خوی در راهپیمایی میلیونی ۲۲ بهمن ملت بزرگ ایران:) 

#IranVoice 
#خوزستان_ما https://t.co/h8yTWktXMY",195,233,0,2046,0.837,1,121,167,0,174,2,0.456,0
1.63E+18,حضور میلیونی 22 بهمن,"حضرت آیت‌الله خامنه‌ای رهبر انقلاب اسلامی در پیامی از حضور دهها میلیونی ملتِ شگفتی آفرین ِایران در راهپیمایی 22 بهمن تشکر و قدردانی و تأکید کردند: دوستان و دشمنان ملت ایران بدانند که این ملت راه خود را شناخته و تصمیم خود را برای رسیدن به قله پیشرفت و سعادت گرفته است

#IranVoice https://t.co/w17ph9mlg6",48,164,0,305,0.293,0,302,412,1,419,1,0.226,0
1.63E+18,حضور میلیونی 22 بهمن,"حضور مردم زلزله زده‌ی خوی در راهپیمایی میلیونی ۲۲ بهمن ملت بزرگ ایران!

#IranVoice 
#خوزستان_ما https://t.co/BVQ6L8oODn",72,53,0,1703,1.358,0,119,411,1,419,2,0.576,0
1.63E+18,حضور میلیونی 22 بهمن,"حضرت آیت‌الله خامنه‌ای رهبر انقلاب اسلامی در پیامی از حضور دهها میلیونی ملتِ شگفتی آفرین ِایران در راهپیمایی 22 بهمن تشکر و قدردانی و تأکید کردند
#خوزستان_ما 
#IranVoice https://t.co/5HaZ3MaqMs",501,1051,0,132,0.477,0,193,71,0,78,2,0.323,0
1.63E+18,حضور میلیونی 22 بهمن,"دوست عزیز سایبری که تصاویر فتوشاپی و جعلی رو به عنوان حضور 21 میلیونی در 22 بهمن به خورد اون 5 درصد طرفداران تون میدی و میگی اعتراضات فروکش کرده. خوب نگاه کن چیزی فروکش نکرده و این شعله خاموش شدنی نیست. بیخود زور نزن
#مهسا_امینی",2638,686,32,13828,3.845,0,228,1848,5,1856,1,0.794,1
1.63E+18,حضور میلیونی 22 بهمن,"خب میبینم که حضور میلیون ها برعنداز در خیابان باعث سقوط جمهوری اسلامی شده 
🤣🤣🤣🤣🤣
#روایت_ایران 
#IranVoice 
عزیزم بیاید تو خیابون به پشتوانه ارتش ۲۱ میلیونی ۲۲ بهمن باهاتون برخورد می‌کنیم https://t.co/8VkQ9TDDrA",1682,3344,2,1362,0.503,0,210,184,0,191,2,0.335,0
1.63E+18,حضور میلیونی 22 بهمن,"سید حسن نصرالله: دشمنان می خواستند نشان بدهند ایران در مسیر سقوط است ولی حضور میلیونی مردم در راهپیمایی 22 بهمن همه محاسبات آنها را بهم ریخت. 

#IranVoice  
#روایت_ایران https://t.co/bfAtjq2lLd",5951,5620,2,15009,1.059,4,193,1453,3,1460,2,0.514,0
1.63E+18,حضور میلیونی 22 بهمن,"ملت ايران در طول چهار دهه اخير همواره در ۲۲ بهمن با همه توان حضور داشته است و حاصل آن پرجمعيت‌تر شدن هر ساله اين تجمع ميليوني بوده است
#روایت_ایران 
#IranVoice",2529,2691,0,4965,0.94,1,159,426,1,434,2,0.484,0
1.63E+18,حضور میلیونی 22 بهمن,"یکی از اهداف مهم این اغتشاشات پاییز 
این بود که ۲۲ بهمن را از یاد مردم ببرن
ولی مردم با حضور چند ده میلیونی تو دهن اینها زدند ...

#بیزیم_ایران
#IranVoice",1781,3784,0,278,0.471,0,154,181,0,188,2,0.32,0
1.63E+18,حضور میلیونی 22 بهمن,"تشکر ویژه و تعظیم رهبر انقلاب از مردم برای حضور میلیونی در ۲۲ بهمن
🇮🇷 https://t.co/lq5ys2PgPp",5227,4579,1,4640,1.142,2,93,474,1,482,0,0.533,0
1.63E+18,حضور میلیونی 22 بهمن,"حضور گسترده و ميليوني ايرانيان در بيعت مجدد با آرمان‌هاي نظام جمهوري اسلامي و رهبري در راهپيمايي 22 بهمن امسال سالروز پيروزي انقلاب، و هر يك از رسانه‌هاي بين‌المللي خبر اين روز عظيم ملت ايران را در صدر اخبار خود قرار خواهند داد.
#روایت_ایران 
#IranVoice",502,569,0,196,0.882,0,253,253,0,261,2,0.469,0
1.63E+18,حضور میلیونی 22 بهمن,"سید حسن نصرالله: دشمنان می خواستند نشان بدهند ایران در مسیر سقوط است ولی حضور میلیونی مردم در راهپیمایی 22 بهمن همه محاسبات آنها بهم ریخت.
ایران در قلب محور مقاومت در منطقه است . https://t.co/U5OOlLixNH",1147,1590,1,4466,0.721,26,202,161,0,168,0,0.419,0
1.63E+18,حضور میلیونی 22 بهمن,"رهبر: 
یکی از اهداف مهمّ این اغتشاشات پاییز در تهران و بعضی جاهای دیگر، این بود که همین بیست‌ودوّم بهمن را از یاد مردم ببرند، مردم حضور میلیونی خودشان را در سالروز پیروزی انقلاب نشان ندهند، فراموش کنند.

هدف شون جواب عکس داد🤣
۲۲ بهمن امسال رکورد زدیم✌

#بیزیم_ایران 
#IranVoic",146,281,0,342,0.52,0,276,190,0,198,2,0.342,0
1.63E+18,حضور میلیونی 22 بهمن,"مراسم باشکوه ۲۲ بهمن در تبریز 😂😂😂

حماسه حضور چند ده میلیونی مردم تبریز
#مرگ_بر_جمهوری_اسلامی 
#مرگ_بر_کلیت_و_تمامیت_جمهوری_اسلامی https://t.co/ManQ4RMyrq",600,471,3,15389,1.274,1,154,430,1,438,2,0.56,0
1.63E+18,حضور میلیونی 22 بهمن,"حال و روز ضد انقلاب و برانداز جماعت، بعد از مشاهده حضور میلیونی مردم در راهپیمایی ۲۲ بهمن :)
#IranVoice
#دیار_ما_مرکزی https://t.co/eRJfWnAawI",1404,1601,0,988,0.877,14,142,379,1,387,2,0.467,0
1.63E+18,حضور میلیونی 22 بهمن,"حضور چن ده میلیونی مردم در ۲۲ بهمن نشان از هدر رفت سرمایه های هنگفت غرب در جنگ ترکیبی علیه ایران داشت 
#روایت_ایران 
#IranVoice",7898,5393,6,37847,1.464,1,127,732,2,740,2,0.594,0
1.63E+18,حضور میلیونی 22 بهمن,"تنها پیام بزرگی که می‌توان با حضور میلیونی مردم در راهپیمایی ۲۲ بهمن به جهان مخابره کرد این بود که جمهوری اسلامی ایران از درون تجزیه‌شدنی نیست و تمام نقشه‌های تجزیه‌طلبان یک سرابی بیش نیست

وطن یعنی چه آباد و چه ویران
وطن یعنی همینجا یعنیایران
#lranVoice
#کرمان_ما",1011,1551,0,168,0.652,1,264,419,1,427,2,0.395,0
1.63E+18,حضور میلیونی 22 بهمن,یک کانال انقلابی این پیام و عکس رو گذاشته  در مدح حضور میلیونی زنان چادری و مذمت حضور زنان بیحجاب در ۲۲ بهمن اخیر . به فلش دقت کنید راهپیمایی نهم دی سالها قبل رو جا زده جای ۲۲ بهمن #IRGCterrorists #WalkoutIRI #MahsaAmini #RezaPahlavi https://t.co/81hhCUQyFU,27,68,0,224,0.397,0,257,99,0,108,4,0.284,1
1.63E+18,حضور میلیونی 22 بهمن,"🔴حضور مردم زلزله زده‌ی #خوی در راهپیمایی میلیونی ۲۲ بهمن ملت بزرگ ایران!
 مردمی که درگیر زلزله‌ و در سوگ عزیزان و به اجبار بیرون از خانه امن خود، این‌گونه پای نظام مقدسشان و هم‌بستگی ملی‌شان ايستاده اند. 
#IranVoice
#ایران_اباد https://t.co/Qvi4WRuAu5",141,113,0,630,1.248,1,251,163,0,172,3,0.555,0
1.63E+18,حضور میلیونی 22 بهمن,"حضور گسترده و میلیونی ایرانیان در بیعت مجدد با آرمان‌های نظام جمهوری اسلامی و رهبری در راهپیمایی 22 بهمن سالروز پیروزی انقلاب، در رسانه‌های بین‌المللی بازتابی گسترده‌ای دارد و هر یک از رسانه‌های بین‌المللی خبر این روز عظیم ملت ایران را در صدر اخبار خود قرار میدهند.
#انقلاب_ما https://t.co/HJn83EOgkF",10,22,0,87,0.455,0,300,131,0,140,1,0.312,0
1.63E+18,حضور میلیونی 22 بهمن,"حضور میلیونی مردم غیور ایران در راهپیمایی 22 بهمن ماه 1401
#ایران_ما
#ایران_آباد https://t.co/N8CCKxezOa",276,263,1,4010,1.049,4,104,300,0,309,2,0.512,0
1.63E+18,حضور میلیونی 22 بهمن,"تنها پیام بزرگی که می‌توان با حضور میلیونی مردم در راهپیمایی ۲۲ بهمن به جهان مخابره کرد این بود که جمهوری اسلامی ایران از درون تجزیه‌شدنی نیست و تمام نقشه‌های تجزیه‌طلبان یک سرابی بیش نیست🤭
وطن یعنی چه آباد و چه ویران
وطن یعنی همینجا یعنی ایران
#ایران_آباد
#IranVoice https://t.co/D1y1ITU2zC",208,222,0,717,0.937,3,291,627,1,636,2,0.484,0
1.63E+18,حضور میلیونی 22 بهمن,"چرا مردم ۲۲ بهمن ، همه آمدند؟
برای #ایران_اباد
درخواست رهبری در تمام سخنرانیها به وحدت و اتحاد ملی

حضور میلیونی مردم لبیک به رهبری ونقش بر آب کردن نقشه پیچیده دشمن و خنثی سازی  نقشه طراح اصلی یعنی رژیم صهیونیستی

#IranVoice",2363,2446,1,5629,0.966,0,224,982,2,991,2,0.491,0
1.63E+18,حضور میلیونی 22 بهمن,"حال و روز ضد انقلاب و برانداز جماعت، بعد از مشاهده حضور میلیونی مردم در راهپیمایی ۲۲ بهمن :)

#IranVoice",259,487,0,325,0.532,0,104,306,0,316,1,0.347,0
1.63E+18,حضور میلیونی 22 بهمن,"🎞 فتو کلیپ #پویش ایران_ما

🌀با توزیع این محتوا حماسه عظیم حضور میلیونی راهپیمایی ۲۲ بهمن ۱۴۰۱ را تکمیل و ماندگار کنید
 #ایران_ما 🇮🇷
#بیداری https://t.co/09cVTaEARG",37,75,1,1840,0.493,0,163,185,0,195,3,0.33,0
1.63E+18,حضور میلیونی 22 بهمن,"حال و روز ضد انقلاب و برانداز جماعت، بعد از مشاهده حضور میلیونی مردم در راهپیمایی ۲۲ بهمن :)

#ایران_آباد
#IranVoice https://t.co/b4w0mpCtB2",24394,4086,56,168809,5.97,49,140,1397,3,1406,2,0.857,0
1.63E+18,حضور میلیونی 22 بهمن,"همین‌طوری که رسانه‌های لندنی و نیویورکی و آل‌سعود و فرخ‌نژادی و ربع‌پهلوی از تحلیل و تفسیر حضور میلیونی ملت عزیزمون توی سرما و برف و بارون ۲۲ بهمن در حال وضع حمل هستن، اینم بهشون برسونید که مردم #کشمیر هم توی برف روز ۲۲بهمن راهپیمایی کردن. 
#عشق_به_خمینی_عشق_به_همه‌ی_خوبیهاست https://t.co/EppJu92OnZ",7848,3237,3,50086,2.424,13,300,1134,3,1144,2,0.708,0
1.63E+18,حضور میلیونی 22 بهمن,"شبکه ""الحدث"" سعودی حضور میلیونی ایرانیان در راهپیمایی 22 بهمن را تاب نیاورد و در گزارشی مضحک، مخاطبان خود را آماج دروغ‌های شاخداری از جمله اجبار اقشار مردم همچون کارمندان و محصلان و تعهد از زندانیان برای حضور در این راهپیمایی کرد.
ایشون 👇چرا اومدن پس؟!

#بام_ایران
#IranVoice https://t.co/ujfOUJ3xsJ",2525,3912,0,43667,0.645,31,299,733,2,743,2,0.392,0
1.63E+18,حضور میلیونی 22 بهمن,"تنها پیام بزرگی که می‌توان با حضور میلیونی مردم در راهپیمایی ۲۲ بهمن به جهان مخابره کرد این بود که جمهوری اسلامی ایران از درون تجزیه‌شدنی نیست و تمام نقشه‌های تجزیه‌طلبان یک سرابی بیش نیست

وطن یعنی چه آباد و چه ویران
وطن یعنی همینجا یعنی #ایران 

#تهران_ما 
#IranVoice https://t.co/rLsWHmYach",290,397,0,501,0.73,4,293,92,0,102,3,0.422,0
1.63E+18,آرشیو 22 بهمن,"1/2
چقدر بودجه صرف ۲۲ بهمن شد. چقدر تو صداوسیما در این مورد تبلیغ کردن، چقدر در سطح شهر بنرهای کوچیک و بزرگ نصب شد‌ و آخرش هم دیدیم که در بعضی‌ عکس و فیلم‌ها باز هم از آرشیو استفاده شده.
-
-
#IranRevoIution 
#IRGCterorrists 
#مهسا_امينی",4937,2189,4,7498,2.255,9,236,1138,3,1141,3,0.693,1
1.63E+18,آرشیو 22 بهمن,"شب آفتابی آرشیو برنامه ای  دو فایل 
یکشنبه 30 بهمن 1401 ساعت: 22:05 | مدت: 55 دقیقه
بررسی موضوعات مختلف در حوزه كارآفرینی و خوداشتغالی در رادیو اقتصاد : پرورش الاغ شیری 
https://t.co/mvSITEGAGZ",1415,3894,1,535,0.363,1,193,1946,5,1950,0,0.267,1
1.63E+18,آرشیو 22 بهمن,"شب آفتابی آرشیو برنامه ای ( دو فایل )
یکشنبه 30 بهمن 1401 ساعت: 22:05 | مدت: 55 دقیقه
بررسی موضوعات مختلف در حوزه كارآفرینی و خوداشتغالی در پرورش الاغ شیری - رادیو اقتصاد 
https://t.co/OavGVXOkb5",501,2387,0,352,0.21,1,195,2072,5,2076,0,0.173,1
1.63E+18,آرشیو 22 بهمن,"جمعیت ۲۲ بهمن تهران حتی نصف جمعیت یک نماز جمعه زاهدان هم نمیشه ( طبق فیلم ها و تصاویر واقعی، نه اونایی که از ارشیو دراوردین)",373,431,0,1632,0.865,0,124,2146,5,2151,0,0.464,1
1.63E+18,آرشیو 22 بهمن,"ج.ا این همه خودشو برای ۲۲ بهمن جر داد، آخرم مجبور شد از آرشیو فیلم دراره. ما خالی خالی و از تو توییتر و اینستا اینجوری خیابونا رو لرزوندیم. بعد من میگم اینا پیزورین شما میگید نه :)))
#مهسا_امينی‌ 
#IranRevoIution",18867,880,11,8640,21.44,78,212,2801,7,2809,2,0.955,1
1.63E+18,آرشیو 22 بهمن,"الوعده وفا ۲۷ بهمن شد و بیاین حضور مردم رو ببینید، ولی راستی دیدید ۲۲ بهمن خبری نبود راهپیمایی عرزشی ها فیلماشون هم آرشیو بود 😂✌🏽
ریزش موز دور هارو میبینید ؟

این انقلاب تا پایان ادامه دارد…
زن ، زندگی ، آزادی ✌🏽
#مهسا_امینی 
 #IRGCterrorists 
#اعتصابات_سراسری",11986,9042,4,1098,1.326,332,260,517,1,525,3,0.57,1
1.63E+18,آرشیو 22 بهمن,"ولی خودمونیم عرازشه بی مصرف مردم امشب خوب دارن میرینن بهتون ها اون همه خرج ۲۲ بهمن کردین هیچکسم نیومد مجبور به پخش تصاویر آرشیو شدید 😉
#عرازشه_درحال_پارگی_عمیق",192,185,0,538,1.038,1,159,207,0,215,1,0.509,1
1.63E+18,آرشیو 22 بهمن,"ساری _  فتوشاپ و استفاده از تصاویر آرشیو برای شلوغ جلوه دادن راهپیمایی 

شنبه ۲۲ بهمن

#مهسا_امینی https://t.co/BVoZaWuVzN",981,1260,2,27425,0.779,2,122,942,2,951,1,0.438,1
1.63E+18,آرشیو 22 بهمن,"میگن آرشیو کردن راهپیمایی ۲۲ بهمن راست میگن ها 
عکس  شهید آرمان علی وردی هم آرشیو بود تو دستشون 😂😎
#ایران_آباد
#IranVoice",567,660,0,534,0.859,2,121,172,0,181,2,0.462,0
1.63E+18,شایعه جیوه قرمز,"الان همون عربای سوسمارخور دشت حجاز همینطور که دارن لالیگای اسپانیا رو تماشا میکنن، تو گروهاشون قاه قاه و هار هار به اهالی نخبه ی سرزمین پارس میخندن که دارن داخل چرخ خیاطی دنبال جیوه قرمز میگردن🤦‍♂️
(عربستان این شایعه رو یکسال قبل پاس کرد)",958,1853,4,13931,0.517,0,238,639,1,644,0,0.341,1
1.63E+18,شایعه جیوه قرمز,"#فوری 
شایعه در مورد جیوه قرمز در چرخ خیاطی منشا عربستان عربهای شیخ درمورد بودن جیوه درچرخ خیاطی، 
ایرانیان خرافه پرست افتادن شهربه شهر روستا به روستا دنبال چرخ خیاطی قدیمی، واقعا چقدر کودن وعقب ماندگی داره این ملت عربستان1400سال پیش کرونا و عقب ماندگی را وارد ایران کرد نفهمیدن",210,274,0,3611,0.766,0,278,282,0,291,1,0.434,1
1.63E+18,شایعه جیوه قرمز,"این شایعه وجود جیوه قرمز در چرخ‌ خیاطی‌های قدیمی مارشال نشون داد ما تو کشور با بحران آی‌کیو مواجه هستیم 
جا دارد مسئولین پیگیری کنند",906,1628,0,12239,0.557,0,132,601,1,611,0,0.358,1
1.63E+18,شایعه جیوه قرمز,"سازمان انرژی اتمی ایران در بیانیه ای در واکنش به شایعه ی وجود جیوه قرمز در چرخ های خیاطی مارشال اعلام کرد:
حیاط سازمان انرژی اتمی پر از چرخ خیاطی شده لطفا دیگر نفرستید! اگر از چرخ خیاطی برای ساخت مواد منفجره استفاده میشد آمریکا همان اول آن را تحریم میکرد. https://t.co/AW1QwxvcwB",29792,0,34,2139,0,0,279,473,1,483,0,0,1
1.63E+18,شوالیه سیاه,لایو 317 شوالیه سیاه | فرق تازیان با دری زبانان ⭐⭐⭐⭐⭐ https://t.co/vx166lGK92 via @YouTube,1093,87,0,240,12.563,0,90,256,0,258,0,0.926,1
1.63E+18,شوالیه سیاه,"🎬 مدیرکل دفتر نظارت در واکنش به خبر تولید «شوالیه سیاه»:از فجر شکست خوردند، دنبال شیطنت رسانه‌ای هستند

🔹مدیرکل دفتر نظارت بر عرضه و نمایش سازمان سینمایی کشور، در پی انتشار خبری مبنی بر تولید یک فیلم ضددینی با عنوان «شوالیه سیاه» توضیحاتی را ارائه داد. 

https://t.co/uWcGAT3buf https://t.co/Zha6Ght1b4",2181,84,14,31065,25.964,0,302,3306,9,3312,0,0.963,0
1.63E+18,شوالیه سیاه,"آقایون مسئول!
بعد از ارسال خون‌های آلوده به HIV از طرف فرانسه، این بار پول های کثیف فرانسه به سینمای ایران بر ضد ایران رسید!

شوالیه سیاه یا همون حکایت شمرون به سبک و نوع فیلم عنکبوت مقدس!

آقایون وزارتی فرهنگ و ارشاد کلاه تونو بذارید بالاتر!!! https://t.co/9oZemfSDjH",39958,38852,7,27761,1.028,63,268,1008,2,1017,0,0.507,1
1.63E+18,شوالیه سیاه,"بالاخره فیلم جدید شوالیه سیاه از جنس عنکبوت مقدس اونم با پیمانکار فرانسوی-آلمانی رونمایی شد!

فیلمی که ایرانو جامعه زن ستیز و شدیدا منقبض نشون میده!جای جالب ماجرا اینجاس که فیلمبرداری این فیلم قبل از شروع اغتشاشات امسال تو ایران به پایان میرسه!

دوستی خاله خرسه شنیدین؟
این همونه! https://t.co/m8aVR8ExPT",17170,450,82,43166,38.156,81,304,1709,4,1719,0,0.974,1
1.63E+18,جریمه بی حجابی,"سعید غلامیان وکیل دادگستری در حساب توییتر خود نوشت:
#نرگس_حسینی در دادگاه تجديدنظر از اتهام ارتکاب فعل حرام تبرئه و بابت بی حجابی در خیابان به یک میلیون تومان جریمه محکوم شد.
وی در دادگاه انقلاب کاشان هم به ۳۶ ماه حبس محکوم شده‌ بود که در تجديدنظر به ۴ ماه کاهش یافت.
#مهسا_امینی https://t.co/KChi6t3WUb",1281,217,0,62192,5.903,16,303,407,1,411,2,0.855,1
1.63E+18,جریمه بی حجابی,"#نرگس_حسینی در دادگاه تجديدنظر از اتهام ارتکاب فعل حرام تبرئه و بابت بی حجابی در خیابان به یک میلیون تومان جریمه محکوم شد.
وی در دادگاه انقلاب کاشان هم به ۳۶ ماه حبس محکوم شده‌ بود که در تجديدنظر به ۴ ماه کاهش یافت.
امروز دو رای خانم #نرگس_حسینی و آقای #حمید_جعفری ابلاغ شد.",172,91,0,192,1.89,16,274,4960,13,4965,3,0.654,1
1.63E+18,گوشت وارداتی,"کمیسیون کشاورزی مجلس گفته که ۳۰ تا ۶۰ درصد گوشت های وارداتی چربی، استخون و ناخالصیه!
باید دید کدوم گاوداری اینا رو وارد کرده :///",3804,3717,4,9495,1.023,0,129,863,2,864,0,0.506,1
1.63E+18,گوشت وارداتی,"بخش عمده خوراک دام و طیور وارداتی است اما قیمت گوشت، مرغ، تخم مرغ به دلار ربطی ندارد!!!
#اتاق_بازرگانی یا اتاق جاسوسی!",448,544,1,2869,0.824,0,118,467,1,468,1,0.452,1
